host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
11844979,Brooklyn,40.71782,-73.96318,Entire home/apt,1000,1,0,4,179
11844979,Brooklyn,40.71846,-73.9616,Entire home/apt,2000,1,0,4,177
11844979,Brooklyn,40.71653,-73.96276,Entire home/apt,2500,1,0,4,140
11274299,Manhattan,40.72603,-73.98469,Private room,149,2,5,2,0
174261493,Brooklyn,40.61204,-73.95501,Private room,99,2,31,2,0
174263749,Manhattan,40.84442,-73.94039,Private room,115,6,2,3,90
170263842,Manhattan,40.71117,-73.98727,Shared room,32,14,0,4,341
7718759,Manhattan,40.82781,-73.94405,Private room,39,1,26,2,10
6542295,Manhattan,40.728,-74.00265,Private room,110,3,71,2,37
60521448,Brooklyn,40.70665,-73.93894,Private room,59,5,0,2,67
157967816,Brooklyn,40.72107,-73.94316,Private room,70,1,42,3,15
97168718,Manhattan,40.78654,-73.97663,Private room,95,5,20,2,104
56283770,Manhattan,40.76305,-73.96704,Entire home/apt,240,30,2,6,156
124860677,Queens,40.75522,-73.81259,Private room,46,2,26,6,180
21593637,Brooklyn,40.67988,-73.92229,Entire home/apt,159,3,12,2,285
172189639,Queens,40.76525,-73.86715,Private room,80,1,4,2,78
56283770,Manhattan,40.76483,-73.96675,Entire home/apt,225,30,1,6,240
140057330,Queens,40.69799,-73.90509,Private room,60,1,22,7,73
140057330,Queens,40.69704,-73.90576,Private room,60,1,14,7,64
83786650,Manhattan,40.75988,-73.96115,Entire home/apt,100,30,5,8,229
174986751,Manhattan,40.85197,-73.94074,Private room,75,3,21,3,138
174263749,Manhattan,40.84305,-73.93877,Private room,89,6,5,3,90
28907641,Queens,40.76314,-73.83,Private room,60,1,112,2,84
175019394,Queens,40.67183,-73.78025,Private room,60,1,83,6,171
175103962,Brooklyn,40.67964,-73.90675,Private room,43,1,58,6,152
175103962,Brooklyn,40.68048,-73.90787,Private room,43,1,35,6,155
175103962,Brooklyn,40.67913,-73.90665,Private room,43,1,33,6,170
175116422,Staten Island,40.57879,-74.11043,Entire home/apt,60,3,81,3,272
111782745,Brooklyn,40.70477,-73.93206,Shared room,26,2,8,2,0
124860677,Queens,40.75707,-73.81205,Private room,46,2,22,6,180
19043062,Manhattan,40.74085,-74.00379,Private room,80,4,34,2,20
175152359,Bronx,40.843,-73.84806,Private room,65,2,2,2,135
22188,Manhattan,40.78046,-73.98818,Private room,90,3,2,2,339
175180318,Manhattan,40.76431,-73.98859,Shared room,75,1,69,6,167
23193,Brooklyn,40.6878,-73.93915,Private room,40,3,3,4,89
4243971,Brooklyn,40.65891,-73.95887,Entire home/apt,150,2,68,2,32
175311339,Queens,40.75251,-73.86401,Private room,51,2,60,5,125
175311339,Queens,40.75312,-73.86479,Private room,39,2,59,5,157
175311339,Queens,40.75295,-73.86465,Private room,37,2,66,5,150
175311339,Queens,40.75287,-73.86435,Private room,37,2,34,5,126
175311339,Queens,40.75144,-73.86418,Private room,37,2,32,5,126
3552711,Queens,40.72528,-73.74738,Private room,75,2,85,2,349
8335684,Manhattan,40.86222,-73.93052,Private room,36,1,1,3,0
41326856,Queens,40.74505,-73.88148,Private room,49,1,3,5,35
166262295,Queens,40.75325,-73.93538,Entire home/apt,135,30,0,2,159
9864136,Brooklyn,40.68663,-73.91538,Entire home/apt,84,30,7,26,156
84503565,Brooklyn,40.70333,-73.92933,Private room,100,1,2,2,20
153189324,Brooklyn,40.71436,-73.93949,Private room,90,2,16,2,20
158540605,Queens,40.69987,-73.88952,Private room,30,2,57,6,254
5977578,Brooklyn,40.67843,-73.96125,Entire home/apt,325,4,3,2,98
175583687,Bronx,40.83452,-73.93143,Private room,80,2,32,3,17
19043062,Manhattan,40.74057,-74.00263,Entire home/apt,150,4,21,2,5
175583687,Bronx,40.83593,-73.93004,Private room,80,2,29,3,17
4089511,Manhattan,40.81164,-73.94513,Entire home/apt,165,7,2,2,105
23667219,Brooklyn,40.71044,-73.9583,Private room,65,25,6,2,0
112843970,Brooklyn,40.67594,-73.89365,Entire home/apt,60,3,61,2,127
35506555,Brooklyn,40.69167,-73.95381,Private room,77,2,6,2,89
35506555,Brooklyn,40.68993,-73.95287,Private room,99,2,8,2,179
159598333,Manhattan,40.78167,-73.94734,Private room,89,3,7,5,213
51368588,Manhattan,40.76179,-73.96199,Private room,98,5,30,2,23
107434423,Manhattan,40.74891,-73.97887,Entire home/apt,305,30,1,232,326
175180318,Manhattan,40.76452,-73.9874,Shared room,75,1,53,6,172
175180318,Manhattan,40.7648,-73.98879,Shared room,70,1,50,6,362
173362161,Brooklyn,40.6439,-73.96866,Private room,68,2,69,6,196
30672354,Manhattan,40.74016,-73.98735,Entire home/apt,290,5,4,2,69
168429942,Bronx,40.87993,-73.87195,Private room,50,3,18,2,326
173021064,Brooklyn,40.71081,-73.94965,Private room,75,2,2,2,7
161899037,Queens,40.75654,-73.83146,Entire home/apt,278,2,31,7,68
65171233,Queens,40.74253,-73.88962,Private room,65,3,31,2,41
20302754,Brooklyn,40.69322,-73.91268,Private room,43,1,12,2,47
3074904,Brooklyn,40.71452,-73.95451,Entire home/apt,285,1,5,4,3
6503950,Brooklyn,40.69401,-73.90578,Private room,40,1,12,2,0
17477908,Manhattan,40.74161,-73.99435,Entire home/apt,250,30,3,10,338
156557516,Queens,40.76044,-73.92955,Entire home/apt,200,1,54,2,338
49523787,Manhattan,40.8232,-73.95463,Private room,55,1,39,2,153
34177401,Brooklyn,40.67563,-73.87866,Entire home/apt,86,1,154,2,311
76939238,Manhattan,40.75988,-73.95097,Entire home/apt,130,2,3,2,300
17494958,Manhattan,40.72172,-74.0041,Entire home/apt,275,5,6,3,0
25096301,Brooklyn,40.68524,-73.97463,Entire home/apt,150,2,8,2,11
60163700,Manhattan,40.82325,-73.95243,Private room,46,14,12,4,0
76939238,Manhattan,40.76032,-73.95164,Private room,70,3,1,2,358
335046,Manhattan,40.71374,-73.98907,Private room,100,3,10,3,361
1746811,Brooklyn,40.67913,-73.98015,Entire home/apt,95,1,8,2,6
6787883,Brooklyn,40.68086,-73.9926,Private room,74,1,20,4,162
15956611,Manhattan,40.80373,-73.93594,Private room,53,21,2,2,61
176591085,Manhattan,40.84389,-73.94127,Private room,45,1,1,4,90
1699871,Brooklyn,40.68477,-73.908,Private room,125,3,1,3,1
55724558,Queens,40.76006,-73.9408,Private room,55,4,2,5,89
34177401,Brooklyn,40.67426,-73.87969,Entire home/apt,140,1,30,2,4
175583687,Bronx,40.83604,-73.93099,Entire home/apt,240,1,22,3,1
17105274,Brooklyn,40.69166,-73.90314,Private room,49,14,5,2,163
7918430,Manhattan,40.80765,-73.95244,Entire home/apt,400,4,7,2,244
133288905,Manhattan,40.75321,-73.97132,Entire home/apt,187,3,12,3,6
101736132,Brooklyn,40.69051,-73.91557,Private room,50,3,0,2,86
173406651,Manhattan,40.71967,-73.98311,Private room,110,2,29,2,117
176679165,Queens,40.73917,-73.86362,Private room,40,1,78,2,69
1772509,Brooklyn,40.67923,-74.00651,Private room,65,1,13,2,160
67768251,Manhattan,40.78353,-73.97802,Private room,45,30,4,3,242
176679165,Queens,40.73726,-73.8632,Private room,35,1,78,2,75
172544686,Manhattan,40.77597,-73.97686,Private room,179,1,4,4,270
133288905,Manhattan,40.75173,-73.9727,Entire home/apt,374,3,11,3,3
7849107,Brooklyn,40.71384,-73.94228,Private room,55,15,0,2,1
32772480,Brooklyn,40.65923,-73.96031,Entire home/apt,150,3,10,2,187
175180318,Manhattan,40.76534,-73.98701,Shared room,75,1,59,6,362
173362161,Brooklyn,40.64318,-73.96835,Private room,62,2,67,6,50
26584499,Manhattan,40.78299,-73.98318,Entire home/apt,150,31,1,8,332
8993896,Brooklyn,40.69011,-73.96999,Entire home/apt,186,4,2,2,22
82889379,Bronx,40.89873,-73.86449,Private room,34,1,122,4,5
107040079,Brooklyn,40.66561,-73.94156,Private room,42,4,36,2,292
177174475,Manhattan,40.74805,-73.9868,Entire home/apt,120,1,8,17,267
177174475,Manhattan,40.74677,-73.98698,Entire home/apt,120,1,6,17,246
177174475,Manhattan,40.74776,-73.98668,Entire home/apt,107,1,0,17,208
177174475,Manhattan,40.74796,-73.98814,Entire home/apt,137,1,10,17,182
177174475,Manhattan,40.74731,-73.98821,Entire home/apt,163,1,11,17,221
177174475,Manhattan,40.74636,-73.98681,Entire home/apt,153,1,7,17,226
177174475,Manhattan,40.74793,-73.98834,Entire home/apt,120,1,3,17,257
177174475,Manhattan,40.74826,-73.98873,Entire home/apt,137,1,7,17,218
177174475,Manhattan,40.74825,-73.98853,Entire home/apt,120,1,3,17,200
177174475,Manhattan,40.74657,-73.98691,Entire home/apt,163,1,8,17,225
177174475,Manhattan,40.7474,-73.98685,Entire home/apt,153,1,4,17,216
177174475,Manhattan,40.74649,-73.98723,Entire home/apt,137,1,5,17,162
177174475,Manhattan,40.74796,-73.98788,Entire home/apt,120,1,7,17,232
177174475,Manhattan,40.74653,-73.98717,Entire home/apt,208,1,4,17,215
177174475,Manhattan,40.74706,-73.98689,Entire home/apt,153,1,7,17,234
177174475,Manhattan,40.74643,-73.98729,Entire home/apt,163,1,8,17,239
87786261,Brooklyn,40.66094,-73.98652,Entire home/apt,189,1,5,5,270
177353847,Manhattan,40.72619,-73.99019,Entire home/apt,400,4,8,4,161
13788158,Brooklyn,40.69392,-73.97114,Entire home/apt,250,3,37,2,140
27046912,Manhattan,40.80554,-73.95586,Private room,81,4,41,2,28
175180318,Manhattan,40.76502,-73.98702,Shared room,75,1,59,6,174
159811367,Brooklyn,40.69475,-73.9405,Shared room,37,30,3,10,342
159811367,Brooklyn,40.69312,-73.94073,Shared room,32,31,4,10,341
10440477,Brooklyn,40.68486,-73.93822,Private room,70,1,2,2,0
8335684,Manhattan,40.86302,-73.92982,Entire home/apt,91,1,2,3,0
12243051,Manhattan,40.70738,-74.00493,Entire home/apt,212,29,0,96,332
177562935,Manhattan,40.81304,-73.9456,Private room,105,1,35,2,60
177562935,Manhattan,40.81274,-73.9455,Private room,147,1,3,2,57
12243051,Manhattan,40.70753,-74.00514,Entire home/apt,205,29,1,96,338
147721837,Brooklyn,40.6663,-73.87448,Entire home/apt,139,3,25,2,70
5192686,Brooklyn,40.65626,-73.9577,Private room,75,4,6,2,0
161081229,Bronx,40.82434,-73.91377,Private room,40,2,80,2,291
1581733,Brooklyn,40.7109,-73.95916,Entire home/apt,400,2,3,2,0
12243051,Manhattan,40.70805,-74.00581,Entire home/apt,205,29,2,96,10
42741722,Manhattan,40.82065,-73.95444,Private room,70,2,6,2,0
145252418,Manhattan,40.80386,-73.93618,Private room,80,1,47,3,178
12243051,Manhattan,40.70656,-74.00499,Entire home/apt,215,29,0,96,343
48911266,Manhattan,40.71262,-73.99592,Private room,119,3,17,2,86
4112404,Manhattan,40.76535,-73.99252,Entire home/apt,199,5,0,3,9
31665801,Manhattan,40.73294,-73.98847,Entire home/apt,178,3,40,2,83
28752891,Manhattan,40.79114,-73.9671,Private room,175,4,11,2,63
127345864,Brooklyn,40.64174,-73.93193,Entire home/apt,135,2,26,4,29
5832321,Queens,40.69589,-73.89572,Entire home/apt,100,2,57,2,267
116067987,Queens,40.75569,-73.92175,Entire home/apt,325,2,2,2,365
15681707,Brooklyn,40.67363,-73.91385,Entire home/apt,150,2,49,3,210
3734637,Manhattan,40.79068,-73.94461,Private room,30,1,15,3,0
3447309,Manhattan,40.80201,-73.95774,Entire home/apt,89,5,1,2,7
8159536,Bronx,40.83086,-73.92025,Private room,57,1,6,3,220
172544686,Manhattan,40.77706,-73.97788,Private room,800,1,0,4,269
178059867,Queens,40.7561,-73.80622,Private room,50,1,63,3,156
124357,Brooklyn,40.71603,-73.95432,Entire home/apt,300,1,70,3,1
172544686,Manhattan,40.77606,-73.97803,Private room,219,1,0,4,269
20447869,Manhattan,40.74499,-73.97926,Private room,95,5,1,2,0
12243051,Manhattan,40.70786,-74.00476,Entire home/apt,220,29,0,96,220
12243051,Manhattan,40.70791,-74.00445,Entire home/apt,227,29,0,96,267
6513281,Brooklyn,40.71339,-73.94873,Entire home/apt,750,5,2,2,178
76104209,Manhattan,40.75015,-73.98651,Entire home/apt,200,30,0,33,365
76104209,Manhattan,40.75132,-73.96926,Entire home/apt,159,30,0,33,364
76104209,Manhattan,40.79446,-73.96655,Entire home/apt,200,30,0,33,364
30736639,Brooklyn,40.68609,-73.90733,Entire home/apt,105,2,80,2,77
105310740,Brooklyn,40.68271,-73.95141,Entire home/apt,99,30,0,3,341
16851857,Bronx,40.89691,-73.85121,Entire home/apt,69,21,11,4,343
109551284,Manhattan,40.80172,-73.96177,Private room,120,5,9,2,0
12243051,Manhattan,40.70659,-74.00426,Entire home/apt,210,29,0,96,365
178244787,Brooklyn,40.72254,-73.95084,Private room,90,1,13,2,0
12243051,Manhattan,40.70747,-74.00436,Entire home/apt,222,29,0,96,241
178224519,Manhattan,40.78315,-73.94768,Entire home/apt,100,30,0,8,320
12243051,Manhattan,40.70741,-74.00656,Entire home/apt,227,29,0,96,322
178224519,Manhattan,40.7813,-73.94675,Entire home/apt,162,30,0,8,327
97262966,Queens,40.71263,-73.85372,Entire home/apt,175,2,9,2,0
161899037,Queens,40.75665,-73.83317,Entire home/apt,149,2,28,7,63
161899037,Queens,40.75611,-73.83271,Entire home/apt,149,2,28,7,74
151084261,Brooklyn,40.71865,-73.94951,Private room,125,30,13,6,255
22288459,Brooklyn,40.69389,-73.93472,Private room,45,1,5,2,0
3734637,Manhattan,40.79232,-73.94634,Private room,30,4,5,3,0
22866437,Manhattan,40.77907,-73.97887,Entire home/apt,300,2,2,2,0
26921064,Manhattan,40.76601,-73.98651,Private room,90,1,70,2,21
154965091,Manhattan,40.76934,-73.98782,Entire home/apt,375,2,22,4,77
37401126,Brooklyn,40.64016,-73.94057,Private room,50,2,35,4,296
178543960,Brooklyn,40.72161,-73.94115,Private room,65,30,3,10,341
110965771,Queens,40.77241,-73.8238,Private room,100,1,0,7,71
110965771,Queens,40.77337,-73.82501,Private room,100,2,0,7,0
178543960,Brooklyn,40.72104,-73.93985,Shared room,35,30,3,10,365
5962328,Queens,40.76035,-73.82181,Entire home/apt,85,30,3,15,256
178473107,Manhattan,40.83093,-73.94724,Private room,99,1,10,6,31
116839989,Manhattan,40.72051,-73.98357,Entire home/apt,110,30,54,5,193
178473107,Manhattan,40.82961,-73.9474,Private room,80,1,11,6,0
17129810,Brooklyn,40.68183,-74.00369,Private room,55,2,7,5,188
4427689,Manhattan,40.76318,-73.98838,Private room,129,5,94,2,110
4427689,Manhattan,40.76489,-73.98822,Private room,129,5,97,2,114
116839989,Queens,40.75941,-73.92498,Entire home/apt,105,30,25,5,235
2793254,Brooklyn,40.70336,-73.91998,Private room,75,3,25,3,167
7138847,Brooklyn,40.67996,-73.94085,Private room,50,2,1,3,0
101438864,Manhattan,40.79368,-73.96373,Private room,30,1,89,2,94
94219511,Manhattan,40.80096,-73.9542,Private room,65,6,12,2,8
178303634,Brooklyn,40.66501,-73.98992,Private room,49,6,48,2,5
63417081,Manhattan,40.82381,-73.94582,Private room,45,30,1,8,318
4113106,Manhattan,40.80397,-73.95615,Private room,45,1,60,2,195
29100568,Manhattan,40.76185,-73.9816,Entire home/apt,171,20,1,4,0
173386569,Manhattan,40.73101,-73.97347,Entire home/apt,170,1,17,2,0
140057330,Queens,40.69651,-73.9057,Private room,50,1,37,7,45
140057330,Queens,40.69729,-73.90571,Private room,50,1,22,7,59
154302755,Brooklyn,40.68907,-73.92806,Private room,60,2,42,5,324
9808458,Bronx,40.87257,-73.9009,Private room,65,1,2,4,364
9808458,Bronx,40.87287,-73.90157,Private room,65,2,0,4,365
11274299,Manhattan,40.72603,-73.98369,Private room,149,3,1,2,0
27615247,Brooklyn,40.62301,-73.96253,Entire home/apt,150,14,3,3,3
21721684,Brooklyn,40.68469,-73.90761,Entire home/apt,69,3,64,2,219
178543960,Brooklyn,40.72177,-73.93995,Private room,65,30,2,10,341
178059867,Queens,40.75619,-73.80482,Private room,50,1,62,3,172
12243051,Manhattan,40.70791,-74.00545,Entire home/apt,179,29,2,96,333
12243051,Manhattan,40.70852,-74.0062,Entire home/apt,187,29,1,96,332
12243051,Manhattan,40.70648,-74.00499,Entire home/apt,179,29,0,96,333
10951481,Brooklyn,40.71312,-73.9634,Entire home/apt,249,2,62,5,32
12243051,Manhattan,40.70831,-74.00619,Entire home/apt,182,29,2,96,259
179387087,Brooklyn,40.67945,-73.90842,Private room,40,2,20,3,3
179387087,Brooklyn,40.67936,-73.9072,Private room,40,2,41,3,0
179416315,Bronx,40.85989,-73.91189,Private room,60,2,7,2,156
26921064,Manhattan,40.76665,-73.98568,Entire home/apt,115,2,0,2,0
100238132,Manhattan,40.75181,-73.97137,Entire home/apt,339,3,34,12,0
179619904,Queens,40.67581,-73.82304,Private room,60,1,72,3,175
100238132,Manhattan,40.75316,-73.97163,Entire home/apt,339,3,34,12,0
179619904,Queens,40.6736,-73.82092,Private room,65,2,16,3,180
100238132,Manhattan,40.75307,-73.97162,Entire home/apt,269,3,5,12,0
100238132,Manhattan,40.75226,-73.97356,Entire home/apt,269,3,5,12,0
100238132,Manhattan,40.75293,-73.97315,Entire home/apt,269,3,5,12,0
105699183,Manhattan,40.82718,-73.94883,Entire home/apt,65,6,2,2,9
179677211,Bronx,40.84857,-73.85976,Entire home/apt,190,1,19,3,8
1338262,Brooklyn,40.68782,-73.99111,Entire home/apt,300,7,1,3,224
179778880,Brooklyn,40.66162,-73.99129,Private room,45,2,45,2,337
17315514,Brooklyn,40.66168,-73.99827,Private room,50,7,1,2,0
132485563,Manhattan,40.77038,-73.95273,Private room,105,5,2,2,342
165257273,Queens,40.77244,-73.80061,Private room,40,30,1,3,342
165257273,Queens,40.77193,-73.79966,Private room,50,30,5,3,296
1903663,Brooklyn,40.68994,-73.95783,Private room,50,3,5,2,365
6900478,Brooklyn,40.72977,-73.95125,Private room,95,1,9,2,54
171198420,Brooklyn,40.65381,-73.94893,Private room,47,3,19,2,12
178543960,Brooklyn,40.72029,-73.94,Private room,65,30,1,10,341
173362161,Brooklyn,40.64293,-73.96863,Private room,50,2,51,6,176
282655,Brooklyn,40.64866,-73.96986,Entire home/apt,175,3,52,3,222
179619904,Queens,40.67393,-73.82003,Private room,75,1,124,3,160
80262218,Manhattan,40.77172,-73.95427,Entire home/apt,125,30,5,3,283
90878763,Brooklyn,40.62399,-73.96324,Private room,75,2,0,2,0
180008916,Brooklyn,40.68246,-73.94861,Entire home/apt,50,1,21,2,0
15817123,Brooklyn,40.66169,-73.9979,Entire home/apt,135,5,56,3,10
10661558,Manhattan,40.77519,-73.95153,Private room,159,1,67,4,0
121379512,Bronx,40.82434,-73.88705,Private room,44,20,0,2,0
180126576,Manhattan,40.72574,-73.98272,Entire home/apt,600,5,70,3,6
128785861,Brooklyn,40.71622,-73.95364,Private room,70,1,13,2,0
180154611,Brooklyn,40.63806,-73.90024,Private room,49,2,16,3,346
10606156,Brooklyn,40.72581,-73.95376,Entire home/apt,175,5,0,2,0
154266431,Manhattan,40.72507,-73.9827,Private room,100,3,45,3,6
180212824,Manhattan,40.76516,-73.95841,Private room,80,1,23,5,0
79298323,Queens,40.73273,-73.89357,Private room,38,3,15,3,163
157141199,Manhattan,40.86058,-73.9274,Private room,70,5,5,2,90
169166409,Queens,40.76801,-73.92673,Private room,38,1,40,2,48
6111084,Brooklyn,40.70488,-73.94301,Entire home/apt,160,3,4,2,46
178303634,Brooklyn,40.66429,-73.9906,Entire home/apt,120,5,2,2,0
3894475,Brooklyn,40.6678,-73.98106,Entire home/apt,150,2,0,3,0
180380802,Manhattan,40.81312,-73.95364,Private room,65,1,11,4,365
180380802,Manhattan,40.81205,-73.95322,Private room,65,1,4,4,365
78441349,Brooklyn,40.6485,-73.95157,Entire home/apt,159,2,1,3,191
303939,Staten Island,40.63485,-74.08539,Private room,37,2,53,6,341
2373120,Brooklyn,40.69999,-73.92807,Private room,75,5,9,2,336
15344412,Staten Island,40.57942,-74.15506,Private room,50,1,38,3,88
167098774,Brooklyn,40.63757,-73.89205,Private room,55,2,27,3,362
16275624,Brooklyn,40.68238,-73.92918,Entire home/apt,100,3,3,2,0
117675375,Manhattan,40.8003,-73.93829,Private room,74,7,26,2,26
105315535,Brooklyn,40.67617,-73.96636,Entire home/apt,158,30,2,3,5
9263105,Staten Island,40.64393,-74.09312,Private room,40,30,1,2,71
180781689,Queens,40.58773,-73.81367,Entire home/apt,325,1,61,2,129
16962957,Manhattan,40.72845,-73.97927,Entire home/apt,215,1,52,4,51
15266695,Brooklyn,40.62062,-73.99837,Entire home/apt,120,7,0,2,232
111978355,Queens,40.73421,-73.87387,Entire home/apt,230,2,30,2,51
111978355,Queens,40.73276,-73.87252,Entire home/apt,188,2,35,2,140
175019394,Queens,40.67048,-73.77832,Private room,60,1,138,6,177
51038,Brooklyn,40.69415,-73.96788,Entire home/apt,95,2,69,6,327
25096301,Brooklyn,40.68659,-73.97557,Private room,70,2,9,2,3
32720219,Brooklyn,40.70894,-73.94333,Private room,120,4,10,2,8
10828579,Manhattan,40.79815,-73.93906,Entire home/apt,115,7,7,2,0
4365496,Brooklyn,40.70989,-73.96231,Private room,75,2,43,2,0
23831257,Brooklyn,40.6807,-73.92917,Private room,40,7,6,2,216
91427536,Brooklyn,40.69642,-73.9243,Private room,45,5,5,2,3
143052745,Bronx,40.80863,-73.92121,Private room,50,1,33,4,75
4181378,Brooklyn,40.68967,-73.9366,Entire home/apt,175,2,20,2,357
180991373,Queens,40.743,-73.82335,Private room,60,1,38,5,0
161899037,Queens,40.75671,-73.83337,Entire home/apt,159,2,39,7,61
100128949,Queens,40.75465,-73.91357,Shared room,42,1,54,4,66
4227606,Manhattan,40.75866,-73.98032,Private room,100,3,13,2,0
116482644,Manhattan,40.76499,-73.98888,Private room,110,1,67,2,0
44303500,Manhattan,40.84634,-73.93861,Entire home/apt,275,2,7,2,0
178833771,Manhattan,40.82356,-73.9401,Private room,85,2,29,3,78
106460468,Bronx,40.88004,-73.9,Private room,79,3,45,4,59
181397986,Brooklyn,40.68548,-73.93805,Entire home/apt,96,1,50,2,257
179436298,Brooklyn,40.66555,-73.95497,Entire home/apt,100,1,4,2,365
22543458,Manhattan,40.74528,-73.97901,Entire home/apt,412,1,69,4,133
22543458,Manhattan,40.74581,-73.9784,Entire home/apt,412,30,54,4,227
22543458,Manhattan,40.74481,-73.97879,Entire home/apt,412,30,69,4,234
19303369,Queens,40.74267,-73.90354,Private room,41,30,1,37,1
178473107,Manhattan,40.83163,-73.94615,Private room,70,1,16,6,32
178473107,Manhattan,40.8301,-73.94757,Private room,99,1,22,6,45
55948559,Bronx,40.86615,-73.84185,Private room,35,1,6,4,0
181651082,Queens,40.66021,-73.73709,Private room,60,1,10,3,164
24591977,Brooklyn,40.67924,-73.9102,Private room,55,4,25,2,0
24591977,Brooklyn,40.67749,-73.91084,Private room,49,7,41,2,0
81013659,Manhattan,40.7668,-73.954,Private room,100,3,64,2,275
181711840,Bronx,40.86286,-73.9024,Private room,35,2,24,2,365
181710793,Queens,40.76562,-73.8299,Private room,45,1,96,3,44
60617669,Manhattan,40.75305,-73.96947,Entire home/apt,365,2,1,4,0
20771576,Manhattan,40.78999,-73.95226,Shared room,30,3,5,2,0
177353847,Manhattan,40.72468,-73.98996,Entire home/apt,650,4,11,4,164
1844352,Brooklyn,40.71195,-73.94307,Private room,95,5,10,2,0
177353847,Manhattan,40.72677,-73.9911,Entire home/apt,500,4,6,4,121
177353847,Manhattan,40.72601,-73.99086,Entire home/apt,750,4,19,4,151
1261480,Manhattan,40.80646,-73.9517,Private room,1500,2,0,2,192
8072802,Brooklyn,40.71032,-73.94806,Entire home/apt,199,30,15,2,55
1767221,Manhattan,40.82829,-73.94691,Shared room,80,5,0,2,363
154965091,Manhattan,40.76956,-73.98804,Private room,125,2,29,4,43
128610997,Manhattan,40.73233,-74.00244,Entire home/apt,264,10,17,2,94
182086879,Brooklyn,40.67942,-73.96469,Private room,150,2,8,2,0
83377687,Queens,40.75436,-73.85696,Entire home/apt,135,2,46,2,141
178059867,Queens,40.75722,-73.80595,Private room,55,1,56,3,345
128217748,Brooklyn,40.68374,-73.9456,Private room,50,1,114,3,363
182152235,Brooklyn,40.68853,-73.95982,Private room,70,2,33,2,17
112901574,Brooklyn,40.68962,-73.93352,Private room,80,2,3,4,54
154258141,Brooklyn,40.68811,-73.91219,Private room,44,2,30,10,322
179778880,Brooklyn,40.66179,-73.99062,Private room,45,2,37,2,308
128217748,Brooklyn,40.68524,-73.94427,Private room,71,1,85,3,317
154258141,Brooklyn,40.68994,-73.91371,Private room,60,2,41,10,359
154258141,Brooklyn,40.68951,-73.91405,Private room,65,2,29,10,356
182260692,Brooklyn,40.68168,-73.87882,Private room,99,2,67,2,295
128217748,Brooklyn,40.6856,-73.94388,Private room,79,1,75,3,295
100238132,Manhattan,40.75383,-73.97278,Entire home/apt,339,3,28,12,0
75479604,Brooklyn,40.69461,-73.97225,Private room,90,1,24,2,0
49704571,Brooklyn,40.71972,-73.94462,Entire home/apt,80,30,5,8,161
182363374,Brooklyn,40.72563,-73.9556,Private room,85,1,57,7,16
47424665,Queens,40.70653,-73.90877,Entire home/apt,280,2,42,2,108
182440062,Manhattan,40.82484,-73.93913,Private room,55,1,7,2,157
100238132,Manhattan,40.75368,-73.97317,Entire home/apt,339,3,30,12,0
10771238,Manhattan,40.82599,-73.95289,Private room,53,2,0,3,188
182488531,Queens,40.73739,-73.86991,Shared room,21,1,21,2,260
55468128,Brooklyn,40.68915,-73.95623,Private room,47,1,64,7,278
1218837,Brooklyn,40.69079,-73.95934,Private room,58,2,1,2,0
1218837,Brooklyn,40.68993,-73.95947,Private room,58,2,0,2,0
842091,Brooklyn,40.70081,-73.92494,Private room,47,3,55,2,12
154949847,Manhattan,40.76127,-74.00235,Entire home/apt,288,3,36,2,109
154258141,Brooklyn,40.68936,-73.91369,Private room,65,2,40,10,343
182086879,Brooklyn,40.67999,-73.96462,Entire home/apt,300,7,17,2,129
21466891,Brooklyn,40.68269,-73.90911,Entire home/apt,250,5,0,2,0
3734637,Manhattan,40.79046,-73.94436,Entire home/apt,186,1,0,3,0
17477908,Manhattan,40.79446,-73.96651,Entire home/apt,195,30,3,10,311
43463232,Brooklyn,40.69355,-73.91829,Private room,100,7,7,2,365
182363374,Brooklyn,40.72552,-73.95647,Private room,300,1,8,7,14
127412674,Brooklyn,40.70111,-73.94471,Private room,75,2,28,2,342
24175837,Manhattan,40.74512,-73.97921,Private room,81,4,6,2,0
157967816,Brooklyn,40.72129,-73.94329,Entire home/apt,180,2,49,3,233
167818456,Brooklyn,40.71254,-73.95527,Entire home/apt,173,2,51,2,127
32720219,Brooklyn,40.70735,-73.94347,Entire home/apt,220,2,0,2,0
79913651,Manhattan,40.82268,-73.953,Private room,54,2,26,4,157
25237492,Manhattan,40.84103,-73.94063,Private room,65,30,3,34,311
38874050,Queens,40.70058,-73.91061,Private room,50,2,43,3,150
19001556,Manhattan,40.72421,-73.98025,Private room,100,3,6,2,0
25039950,Brooklyn,40.71115,-73.93735,Private room,62,1,6,2,0
160318374,Brooklyn,40.67791,-73.92879,Entire home/apt,103,30,42,2,139
14759766,Brooklyn,40.64401,-73.96047,Entire home/apt,350,7,1,2,77
15310048,Brooklyn,40.65185,-73.94555,Private room,45,45,5,2,155
182976972,Brooklyn,40.64929,-73.92647,Private room,40,3,39,2,263
181710793,Queens,40.76525,-73.83055,Private room,45,1,101,3,33
21074914,Brooklyn,40.67952,-73.91296,Private room,70,1,90,3,31
12243051,Manhattan,40.70688,-74.00523,Entire home/apt,194,29,0,96,343
21074914,Brooklyn,40.68088,-73.91181,Private room,59,1,83,3,24
