host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
49704571,Brooklyn,40.72043,-73.94253,Entire home/apt,80,30,8,8,152
92963740,Brooklyn,40.66148,-73.98942,Entire home/apt,140,2,83,2,7
50374022,Brooklyn,40.71254,-73.96411,Private room,100,3,2,2,0
10737943,Manhattan,40.77819,-73.94597,Private room,49,25,5,10,284
26434803,Brooklyn,40.69924,-73.91261,Private room,45,10,1,2,0
27673980,Queens,40.7459,-73.83298,Private room,50,1,54,8,78
9030453,Manhattan,40.81172,-73.94456,Private room,71,5,6,2,305
322716,Brooklyn,40.67162,-73.95009,Entire home/apt,155,7,19,5,333
16795575,Queens,40.75338,-73.82342,Private room,40,1,6,2,0
93148942,Brooklyn,40.69945,-73.92771,Private room,50,1,9,2,0
30283594,Manhattan,40.76556,-73.98197,Entire home/apt,199,30,1,121,189
49704571,Brooklyn,40.71906,-73.94394,Entire home/apt,80,30,10,8,97
15310997,Manhattan,40.76505,-73.97857,Entire home/apt,125,30,3,9,0
92720308,Brooklyn,40.64028,-73.96095,Private room,100,1,134,3,307
24140532,Brooklyn,40.69385,-73.94413,Private room,50,3,86,4,0
30283594,Manhattan,40.74615,-73.99182,Entire home/apt,109,30,0,121,184
93392260,Brooklyn,40.67257,-73.89082,Private room,55,5,27,2,42
36435055,Manhattan,40.73537,-74.00209,Entire home/apt,415,2,57,2,22
60852834,Brooklyn,40.72948,-73.94918,Private room,56,1,154,2,44
93691661,Manhattan,40.83503,-73.94166,Private room,60,2,73,2,136
37821056,Brooklyn,40.65651,-73.95322,Entire home/apt,400,14,2,4,90
7848317,Brooklyn,40.65828,-73.98451,Entire home/apt,130,2,5,2,0
92720308,Brooklyn,40.64018,-73.96152,Private room,80,1,97,3,286
71176668,Manhattan,40.8153,-73.93741,Private room,110,2,26,4,280
32545798,Brooklyn,40.71449,-73.96311,Private room,75,2,8,5,0
30283594,Manhattan,40.76021,-73.99969,Entire home/apt,199,30,2,121,365
69711528,Bronx,40.83112,-73.87319,Private room,49,3,25,2,0
30283594,Manhattan,40.7481,-73.97417,Entire home/apt,279,30,0,121,365
21679450,Manhattan,40.80171,-73.95871,Private room,60,7,4,2,0
30283594,Manhattan,40.7608,-73.96032,Entire home/apt,249,30,0,121,364
41177070,Brooklyn,40.71279,-73.94443,Entire home/apt,145,3,96,2,0
7848317,Brooklyn,40.65949,-73.98422,Private room,90,2,3,2,0
94219511,Manhattan,40.80167,-73.95781,Private room,70,3,3,2,0
94263025,Brooklyn,40.68918,-73.91217,Private room,60,1,11,2,0
5162192,Manhattan,40.79799,-73.96161,Entire home/apt,300,30,0,12,233
24140532,Brooklyn,40.69402,-73.94529,Private room,50,3,63,4,291
94404356,Brooklyn,40.72151,-73.94141,Private room,70,1,39,2,15
74331597,Queens,40.68692,-73.76832,Private room,65,2,74,5,174
57049951,Manhattan,40.81205,-73.95273,Private room,69,2,100,9,345
65359432,Queens,40.76326,-73.92569,Entire home/apt,500,3,3,2,0
344035,Brooklyn,40.67758,-73.97123,Private room,40,1,168,13,309
91545870,Manhattan,40.77357,-73.95149,Entire home/apt,69,1,99,2,42
23208658,Manhattan,40.79853,-73.94143,Entire home/apt,270,3,70,3,255
24489871,Queens,40.73602,-73.85619,Private room,52,1,14,2,249
310670,Bronx,40.88207,-73.83538,Entire home/apt,299,2,2,13,358
16098958,Manhattan,40.76748,-73.98609,Entire home/apt,175,30,1,96,311
94555248,Brooklyn,40.63948,-73.95008,Private room,50,1,35,2,365
92322271,Brooklyn,40.67059,-73.94798,Private room,88,2,0,2,0
94555248,Brooklyn,40.64004,-73.94933,Private room,50,1,43,2,266
15310997,Manhattan,40.77395,-73.95248,Entire home/apt,200,30,4,9,364
50688724,Brooklyn,40.7065,-73.95568,Private room,60,3,76,2,89
37333386,Manhattan,40.76408,-73.98996,Private room,129,1,98,3,27
37723496,Brooklyn,40.70426,-73.98633,Private room,125,2,98,2,164
64065593,Manhattan,40.75233,-73.97137,Private room,378,2,1,13,285
445894,Queens,40.74596,-73.87762,Private room,60,2,0,2,66
52577963,Queens,40.69626,-73.8488,Private room,45,5,15,6,238
78022684,Manhattan,40.76485,-73.98121,Private room,112,2,1,2,0
16098958,Manhattan,40.75034,-73.9878,Entire home/apt,250,30,0,96,311
61391963,Manhattan,40.72332,-73.99466,Entire home/apt,142,30,7,91,66
9671470,Manhattan,40.81438,-73.95183,Entire home/apt,199,4,6,2,0
1207773,Brooklyn,40.70719,-73.95927,Shared room,37,1,12,2,362
62587696,Brooklyn,40.67127,-73.99006,Private room,45,2,97,2,80
9472223,Manhattan,40.80555,-73.95706,Entire home/apt,77,5,19,3,1
57023844,Queens,40.6871,-73.77887,Private room,68,3,16,2,359
84607966,Queens,40.73912,-73.92075,Private room,55,1,168,3,322
84607966,Queens,40.73908,-73.9203,Private room,45,1,134,3,308
84607966,Queens,40.7385,-73.91993,Private room,50,1,143,3,323
16323240,Queens,40.74651,-73.92283,Entire home/apt,54,3,29,2,0
74331597,Queens,40.68511,-73.76884,Private room,70,2,125,5,365
83171661,Brooklyn,40.66752,-73.9849,Entire home/apt,90,6,2,3,0
16098958,Manhattan,40.74404,-73.97217,Private room,135,30,2,96,303
8993084,Brooklyn,40.69085,-73.95578,Private room,55,2,41,4,83
22541573,Manhattan,40.73193,-73.99126,Entire home/apt,267,30,1,87,356
95143048,Manhattan,40.72522,-73.9873,Entire home/apt,99,2,41,2,23
26377263,Queens,40.59324,-73.77288,Private room,40,30,1,43,354
26377263,Queens,40.59304,-73.77339,Private room,40,30,0,43,313
26377263,Queens,40.59517,-73.77236,Private room,43,30,2,43,306
42561290,Brooklyn,40.66136,-73.8678,Private room,45,2,38,4,159
22541573,Manhattan,40.74481,-73.99264,Entire home/apt,225,30,0,87,236
26377263,Brooklyn,40.68785,-73.95046,Private room,54,30,0,43,285
16624745,Manhattan,40.74653,-73.9739,Private room,115,1,15,3,7
10737943,Manhattan,40.78017,-73.97574,Private room,47,30,10,10,342
72572525,Queens,40.76145,-73.92273,Private room,90,3,6,2,10
45913415,Manhattan,40.8117,-73.94563,Private room,64,3,97,2,272
1678050,Manhattan,40.72989,-74.00541,Entire home/apt,215,30,16,2,0
26377263,Brooklyn,40.68943,-73.95186,Private room,54,30,0,43,328
8993084,Brooklyn,40.69059,-73.95602,Private room,99,3,20,4,90
26377263,Brooklyn,40.68979,-73.95048,Private room,57,30,1,43,216
92493393,Staten Island,40.63215,-74.11403,Private room,69,2,56,5,355
3660702,Manhattan,40.74587,-73.99149,Private room,110,1,200,4,60
17770287,Manhattan,40.74949,-73.98277,Entire home/apt,175,30,5,14,326
95471771,Queens,40.67537,-73.77355,Private room,79,1,5,2,179
77778146,Brooklyn,40.62979,-73.94431,Private room,85,1,2,8,189
77778146,Brooklyn,40.66684,-73.94753,Private room,120,30,8,8,340
74331597,Queens,40.68461,-73.76899,Private room,65,1,98,5,180
63913582,Brooklyn,40.65651,-74.0029,Private room,60,2,34,2,181
16641600,Brooklyn,40.66303,-73.99431,Private room,75,10,13,2,302
19187413,Brooklyn,40.70547,-73.93747,Private room,60,20,0,2,363
39300337,Manhattan,40.74968,-73.97665,Private room,132,4,10,2,364
82143608,Manhattan,40.78762,-73.94303,Private room,95,1,78,2,74
39300337,Manhattan,40.74825,-73.97673,Private room,85,5,3,2,364
95765103,Brooklyn,40.60892,-73.96221,Private room,65,3,14,2,156
95766078,Brooklyn,40.68385,-73.9523,Entire home/apt,150,2,66,2,55
87073939,Brooklyn,40.68237,-73.92258,Private room,68,2,92,2,139
3191545,Manhattan,40.761,-73.98522,Entire home/apt,169,30,5,23,365
4811900,Queens,40.77021,-73.90947,Private room,70,2,59,2,232
95886123,Queens,40.7656,-73.92293,Private room,90,1,43,2,331
23089531,Manhattan,40.72609,-73.98795,Private room,100,2,74,3,62
25237492,Manhattan,40.76095,-73.96143,Entire home/apt,110,30,10,34,277
92237522,Brooklyn,40.63714,-73.95316,Private room,40,3,28,2,54
68082479,Brooklyn,40.67293,-73.89548,Entire home/apt,135,30,68,2,247
78022684,Manhattan,40.7641,-73.97989,Private room,149,2,24,2,0
95958773,Brooklyn,40.57608,-73.9614,Shared room,35,1,34,3,343
74179880,Brooklyn,40.67502,-73.89004,Entire home/apt,85,3,33,8,356
30283594,Manhattan,40.72125,-74.00691,Entire home/apt,894,30,0,121,280
30283594,Manhattan,40.7249,-74.00105,Entire home/apt,643,30,0,121,249
75458749,Brooklyn,40.64026,-73.95347,Private room,45,3,2,2,0
7202412,Manhattan,40.8155,-73.94578,Entire home/apt,160,5,102,4,118
13442714,Manhattan,40.72058,-73.99807,Private room,120,3,21,2,82
96098402,Manhattan,40.75376,-73.97132,Private room,699,3,4,12,365
37821056,Brooklyn,40.6552,-73.96063,Private room,65,7,2,4,364
7245581,Manhattan,40.83355,-73.93839,Entire home/apt,67,180,4,19,331
61391963,Manhattan,40.74018,-73.97962,Entire home/apt,117,30,9,91,317
345252,Brooklyn,40.67843,-73.96385,Entire home/apt,120,5,3,3,0
96222132,Brooklyn,40.65607,-74.00306,Private room,60,1,25,4,52
33346283,Manhattan,40.83185,-73.94806,Private room,40,5,19,3,316
96222132,Brooklyn,40.65306,-74.0039,Private room,60,1,34,4,294
156959,Brooklyn,40.68342,-73.9912,Private room,90,4,1,2,0
96222132,Brooklyn,40.65657,-74.00358,Private room,70,1,23,4,325
96341353,Staten Island,40.6437,-74.07944,Entire home/apt,150,1,23,3,336
40611169,Brooklyn,40.69951,-73.91641,Entire home/apt,113,30,6,5,365
61842904,Brooklyn,40.67948,-73.96526,Entire home/apt,125,30,11,3,87
96424121,Queens,40.70327,-73.76785,Private room,85,1,48,3,180
64065593,Manhattan,40.75326,-73.97303,Entire home/apt,462,2,3,13,299
64065593,Manhattan,40.75368,-73.97358,Private room,198,2,30,13,333
64065593,Manhattan,40.75324,-73.97217,Entire home/apt,198,2,16,13,263
95471771,Queens,40.67627,-73.77059,Private room,65,1,3,2,179
2222500,Manhattan,40.77799,-73.94935,Private room,80,5,9,2,118
24201188,Queens,40.7591,-73.91525,Private room,75,4,87,2,57
96098402,Manhattan,40.75362,-73.97158,Private room,749,2,5,12,365
96098402,Manhattan,40.7521,-73.972,Private room,799,4,3,12,365
96098402,Manhattan,40.75331,-73.9733,Private room,599,3,8,12,365
95572265,Brooklyn,40.68203,-73.92676,Private room,75,3,18,2,311
96098402,Manhattan,40.75294,-73.9719,Private room,699,3,3,12,365
96098402,Manhattan,40.75351,-73.97196,Private room,499,3,12,12,365
96341353,Staten Island,40.64057,-74.0786,Private room,110,1,20,3,337
3360346,Brooklyn,40.71622,-73.94273,Private room,50,14,54,2,86
95765103,Brooklyn,40.60803,-73.96211,Private room,50,3,15,2,211
96098402,Manhattan,40.75388,-73.97308,Private room,799,3,2,12,365
96098402,Manhattan,40.75344,-73.97207,Private room,499,3,7,12,365
49645950,Manhattan,40.7263,-74.00344,Entire home/apt,189,2,136,2,30
96098402,Manhattan,40.75359,-73.97295,Private room,649,2,13,12,365
96098402,Manhattan,40.75375,-73.97295,Private room,799,4,3,12,365
33614329,Brooklyn,40.69555,-73.93069,Entire home/apt,95,1,81,4,193
30283594,Manhattan,40.76027,-73.99826,Entire home/apt,399,30,0,121,365
95459395,Manhattan,40.76221,-73.99795,Entire home/apt,321,30,0,18,365
95459395,Manhattan,40.76115,-73.99823,Entire home/apt,499,30,0,18,146
95459395,Manhattan,40.7619,-73.99819,Entire home/apt,534,30,0,18,365
95459395,Manhattan,40.76075,-73.99893,Entire home/apt,748,30,0,18,365
95459395,Manhattan,40.7602,-73.998,Entire home/apt,748,30,0,18,185
95459395,Manhattan,40.76574,-73.98188,Entire home/apt,534,30,0,18,316
95459395,Manhattan,40.7671,-73.98148,Entire home/apt,300,30,0,18,364
95459395,Manhattan,40.76714,-73.9834,Entire home/apt,748,30,0,18,333
95459395,Manhattan,40.76487,-73.98238,Entire home/apt,748,30,0,18,364
10528,Manhattan,40.77727,-73.98453,Entire home/apt,200,30,9,2,139
19177308,Brooklyn,40.6883,-73.90596,Private room,39,2,104,4,174
17125263,Manhattan,40.79655,-73.93848,Private room,75,3,54,2,271
33064599,Manhattan,40.80039,-73.96724,Private room,49,1,56,6,326
24273714,Brooklyn,40.71381,-73.93903,Private room,85,1,31,3,279
28458209,Manhattan,40.83014,-73.94656,Private room,59,3,49,2,203
40532977,Brooklyn,40.68137,-73.91359,Private room,38,30,5,4,0
30499687,Bronx,40.90175,-73.89761,Private room,77,2,9,2,0
219970,Brooklyn,40.67642,-73.961,Private room,80,2,3,2,0
97243693,Manhattan,40.74699,-73.97659,Entire home/apt,200,3,62,2,49
35433522,Brooklyn,40.71258,-73.95191,Entire home/apt,349,5,5,3,0
52997121,Queens,40.67518,-73.78046,Private room,75,1,45,4,8
7850260,Manhattan,40.80594,-73.9454,Entire home/apt,550,1,2,3,88
21594748,Manhattan,40.80751,-73.96619,Private room,110,2,5,2,0
11757212,Brooklyn,40.69804,-73.92816,Private room,51,1,45,4,351
89388277,Manhattan,40.72203,-73.98986,Private room,118,1,2,3,0
96341353,Staten Island,40.64055,-74.0784,Private room,70,1,60,3,336
89388277,Manhattan,40.72205,-73.9913,Private room,118,1,3,3,0
2856748,Manhattan,40.75936,-73.96293,Entire home/apt,250,30,0,49,364
89388277,Manhattan,40.72342,-73.99108,Private room,118,1,0,3,0
64065593,Manhattan,40.7531,-73.97321,Private room,252,2,3,13,324
76192815,Manhattan,40.71745,-73.99409,Entire home/apt,300,1,23,5,364
25843005,Queens,40.75786,-73.92808,Private room,49,2,108,3,20
94536810,Bronx,40.85585,-73.86486,Private room,40,5,65,2,328
11018460,Brooklyn,40.7155,-73.95632,Private room,125,5,15,2,288
97513787,Manhattan,40.7164,-73.99188,Private room,73,25,13,5,38
77778146,Brooklyn,40.66631,-73.94764,Private room,95,30,3,8,189
77778146,Brooklyn,40.66596,-73.94936,Private room,75,1,13,8,311
27336207,Manhattan,40.73736,-73.98025,Entire home/apt,120,5,8,2,0
52950465,Manhattan,40.75241,-73.97081,Entire home/apt,199,30,0,12,226
97536353,Queens,40.58929,-73.79441,Private room,60,3,3,2,0
836168,Manhattan,40.78065,-73.98253,Entire home/apt,1000,30,17,11,365
7139819,Manhattan,40.74738,-74.00134,Entire home/apt,179,3,3,2,0
2657430,Manhattan,40.74681,-74.00006,Private room,110,7,3,2,0
96098402,Manhattan,40.75175,-73.97218,Private room,269,3,8,12,365
97513787,Manhattan,40.71592,-73.99332,Private room,65,25,20,5,365
96424121,Queens,40.70348,-73.76621,Private room,55,1,71,3,365
84684940,Brooklyn,40.64747,-73.96171,Private room,75,3,65,2,335
97853468,Bronx,40.81658,-73.88889,Private room,59,14,13,4,340
836168,Manhattan,40.75425,-73.98312,Entire home/apt,2000,30,4,11,365
32707981,Manhattan,40.72396,-73.98941,Private room,120,2,5,4,0
1407676,Brooklyn,40.71727,-73.95753,Private room,110,1,102,4,267
5654072,Brooklyn,40.63503,-73.95127,Private room,150,3,10,3,0
5654072,Brooklyn,40.63409,-73.95245,Private room,71,3,20,3,0
30384194,Queens,40.75771,-73.91385,Private room,99,3,47,2,176
7610841,Manhattan,40.80088,-73.96194,Private room,115,2,72,2,275
98297464,Brooklyn,40.61937,-74.03132,Entire home/apt,95,6,20,2,141
7055854,Manhattan,40.80242,-73.94215,Private room,1500,4,1,5,188
52997121,Queens,40.67603,-73.78217,Private room,70,1,29,4,8
20368225,Manhattan,40.80854,-73.94519,Entire home/apt,200,2,102,3,101
2856748,Manhattan,40.73824,-73.97874,Entire home/apt,198,30,0,49,364
1475812,Manhattan,40.72216,-73.99571,Entire home/apt,275,2,32,3,41
5053976,Brooklyn,40.68989,-73.95878,Private room,45,7,14,3,364
62852828,Manhattan,40.82415,-73.95283,Private room,200,2,0,2,89
25549229,Brooklyn,40.70677,-73.96745,Private room,101,1,91,2,12
2807776,Brooklyn,40.65087,-73.96467,Private room,65,2,69,2,60
48804458,Queens,40.70349,-73.8994,Entire home/apt,94,6,96,2,48
98726662,Brooklyn,40.60948,-73.95803,Private room,39,2,66,3,62
98726662,Brooklyn,40.60985,-73.95927,Private room,39,3,18,3,1
49699620,Manhattan,40.77777,-73.94914,Private room,100,7,13,3,0
8977158,Brooklyn,40.68384,-73.99813,Entire home/apt,175,2,129,2,206
7610841,Manhattan,40.80173,-73.96175,Entire home/apt,375,2,40,2,285
17849213,Brooklyn,40.71506,-73.93816,Private room,90,1,52,2,52
16098958,Manhattan,40.76273,-73.98397,Entire home/apt,290,30,0,96,0
30283594,Manhattan,40.76253,-73.99803,Entire home/apt,379,30,0,121,185
99108929,Queens,40.73707,-73.92082,Shared room,30,7,4,2,206
37579015,Manhattan,40.75689,-73.99315,Private room,98,1,42,5,126
1475812,Manhattan,40.72104,-73.99498,Private room,130,2,123,3,59
32545798,Brooklyn,40.7146,-73.96321,Private room,90,1,1,5,0
640117,Brooklyn,40.70997,-73.9624,Entire home/apt,350,1,0,5,364
99202586,Staten Island,40.63135,-74.13023,Private room,79,2,21,5,355
44350279,Manhattan,40.73352,-73.9873,Private room,90,2,87,4,242
4047395,Brooklyn,40.68572,-73.96627,Entire home/apt,95,14,5,2,186
21105084,Manhattan,40.81674,-73.95292,Shared room,65,1,23,2,0
35095754,Brooklyn,40.67668,-74.01252,Entire home/apt,115,6,0,2,0
82854298,Queens,40.69837,-73.74255,Private room,39,1,64,2,0
99392252,Brooklyn,40.69115,-73.94526,Private room,65,1,194,4,0
1093220,Brooklyn,40.70435,-73.92552,Private room,40,5,19,3,0
99392252,Brooklyn,40.69143,-73.94302,Private room,50,1,186,4,0
99392252,Brooklyn,40.69349,-73.94439,Private room,50,1,171,4,0
75458625,Queens,40.74693,-73.91896,Private room,72,3,9,4,365
75458625,Queens,40.74777,-73.91685,Private room,108,3,36,4,356
75458625,Queens,40.74795,-73.91744,Private room,108,3,6,4,29
90860,Brooklyn,40.68271,-73.92991,Entire home/apt,125,2,118,4,68
31747645,Brooklyn,40.68548,-73.96288,Private room,90,4,0,2,0
390117,Manhattan,40.73142,-74.01,Private room,250,3,8,2,0
9293730,Manhattan,40.78815,-73.9436,Entire home/apt,95,30,12,16,338
52950465,Manhattan,40.75315,-73.97253,Entire home/apt,129,30,2,12,326
4579626,Brooklyn,40.67633,-73.9793,Private room,45,1,45,2,77
3250450,Manhattan,40.78895,-73.96754,Private room,53,31,2,18,249
61391963,Manhattan,40.75592,-73.96891,Entire home/apt,125,30,8,91,342
95459395,Manhattan,40.7624,-73.99915,Entire home/apt,534,30,0,18,365
28786801,Brooklyn,40.70268,-73.9265,Private room,65,1,3,2,0
95459395,Manhattan,40.76038,-73.99951,Entire home/apt,534,30,0,18,365
95459395,Manhattan,40.76212,-73.99756,Entire home/apt,534,30,0,18,365
95459395,Manhattan,40.76188,-73.99806,Entire home/apt,534,30,0,18,365
95459395,Manhattan,40.76173,-73.99937,Entire home/apt,534,30,0,18,365
95459395,Manhattan,40.7619,-73.99896,Entire home/apt,748,30,0,18,365
95459395,Manhattan,40.76045,-73.99929,Entire home/apt,748,30,1,18,365
95459395,Manhattan,40.76053,-73.99809,Entire home/apt,748,30,0,18,365
32052000,Brooklyn,40.57821,-73.94122,Entire home/apt,55,4,91,2,215
99629743,Brooklyn,40.68769,-73.96604,Entire home/apt,449,2,78,2,347
16098958,Manhattan,40.76702,-73.98741,Entire home/apt,202,30,3,96,327
99643776,Manhattan,40.71806,-73.99351,Entire home/apt,250,3,41,2,147
10703290,Manhattan,40.77344,-73.94911,Private room,90,2,61,3,0
39837217,Brooklyn,40.70012,-73.93775,Private room,74,3,16,2,131
1486872,Brooklyn,40.66881,-73.99178,Entire home/apt,147,5,85,2,0
10966079,Brooklyn,40.70915,-73.96102,Private room,80,4,116,2,133
8338942,Manhattan,40.72228,-73.99582,Shared room,65,1,8,4,0
98726662,Brooklyn,40.60983,-73.95887,Private room,39,2,26,3,101
6119933,Brooklyn,40.70908,-73.96146,Private room,90,2,2,2,0
84141567,Queens,40.73577,-73.89981,Private room,75,1,1,3,173
39890192,Manhattan,40.76406,-73.98868,Entire home/apt,150,45,6,12,267
99392252,Brooklyn,40.69172,-73.94446,Private room,61,1,181,4,0
24880134,Brooklyn,40.67915,-73.96923,Private room,69,14,7,3,0
14482375,Brooklyn,40.72214,-73.94345,Private room,199,3,20,3,0
84562269,Queens,40.71935,-73.75383,Private room,35,2,5,2,0
100128949,Queens,40.74364,-73.94676,Private room,55,14,20,4,2
40991179,Brooklyn,40.72022,-73.95814,Entire home/apt,345,3,13,2,9
96424121,Queens,40.7036,-73.76637,Private room,63,1,63,3,363
55948559,Bronx,40.86663,-73.84139,Private room,35,1,117,4,34
39476034,Queens,40.67203,-73.76711,Private room,159,1,0,2,179
8962305,Manhattan,40.71214,-73.98955,Private room,90,5,10,3,20
76104209,Manhattan,40.74476,-73.99266,Entire home/apt,487,30,0,33,364
76104209,Manhattan,40.74633,-73.99201,Entire home/apt,300,30,0,33,364
97536353,Queens,40.59055,-73.79281,Private room,60,1,5,2,158
15055897,Brooklyn,40.69043,-73.96736,Private room,75,2,1,2,0
82854298,Queens,40.69857,-73.74225,Private room,47,1,63,2,0
263882,Brooklyn,40.68084,-73.91116,Entire home/apt,139,2,151,2,284
68787921,Brooklyn,40.68817,-73.92319,Private room,39,3,33,4,146
515095,Brooklyn,40.67855,-74.00075,Private room,79,2,74,2,45
62605071,Brooklyn,40.57505,-74.00161,Private room,95,1,76,2,163
76104209,Manhattan,40.761,-73.9615,Entire home/apt,154,30,0,33,342
76104209,Manhattan,40.75954,-73.96099,Entire home/apt,163,30,0,33,364
100829279,Manhattan,40.76195,-73.97148,Entire home/apt,210,1,202,3,211
3270460,Brooklyn,40.6609,-73.95865,Entire home/apt,100,5,54,2,0
100970583,Queens,40.68774,-73.8593,Private room,50,4,82,2,215
80262218,Manhattan,40.77117,-73.95599,Entire home/apt,145,30,5,3,177
1475812,Manhattan,40.71995,-73.99461,Private room,140,2,66,3,44
8977158,Brooklyn,40.68321,-73.99681,Entire home/apt,199,2,116,2,230
1475015,Manhattan,40.75105,-73.97045,Entire home/apt,95,30,0,52,297
68094795,Manhattan,40.76754,-73.96166,Entire home/apt,249,3,55,2,1
1314045,Brooklyn,40.71361,-73.94804,Private room,109,1,228,3,326
1314045,Brooklyn,40.71326,-73.94947,Private room,99,1,220,3,352
57812046,Brooklyn,40.64008,-73.96579,Entire home/apt,180,3,5,2,0
9864136,Brooklyn,40.68602,-73.91522,Private room,45,1,2,26,250
16098958,Manhattan,40.74461,-73.97216,Entire home/apt,180,30,0,96,320
1407676,Brooklyn,40.71623,-73.95777,Private room,350,1,19,4,244
2134232,Manhattan,40.71916,-74.01177,Private room,95,1,22,2,0
101435219,Brooklyn,40.69226,-73.93458,Entire home/apt,176,2,80,2,197
50145118,Manhattan,40.8091,-73.94241,Private room,89,1,3,3,0
18192996,Queens,40.7785,-73.91693,Private room,55,1,5,2,0
101550977,Manhattan,40.70488,-74.00744,Private room,95,5,45,2,272
101550977,Manhattan,40.70602,-74.00891,Private room,90,4,61,2,246
148108,Manhattan,40.72297,-73.98946,Private room,333,1,40,2,62
101643312,Queens,40.72816,-73.73874,Entire home/apt,320,30,0,2,180
16098958,Manhattan,40.76258,-73.98575,Entire home/apt,155,30,1,96,309
101643312,Queens,40.72828,-73.73542,Private room,149,30,0,2,90
101653570,Brooklyn,40.68955,-73.95117,Private room,59,2,195,3,40
8076786,Brooklyn,40.65888,-74.00044,Private room,89,1,2,3,281
101653570,Brooklyn,40.68908,-73.95545,Private room,59,2,171,3,57
96098402,Manhattan,40.75365,-73.97151,Private room,369,3,8,12,365
101712494,Queens,40.67126,-73.72982,Private room,55,2,4,2,349
101712494,Queens,40.67104,-73.73006,Private room,55,2,12,2,355
51830483,Manhattan,40.76028,-73.98846,Private room,92,1,140,2,152
87370616,Bronx,40.82006,-73.90332,Private room,80,2,77,2,365
3033622,Brooklyn,40.65237,-73.97365,Entire home/apt,90,7,1,2,210
16098958,Manhattan,40.74437,-73.97295,Entire home/apt,190,30,4,96,331
22541573,Manhattan,40.74565,-73.99183,Entire home/apt,205,30,1,87,365
30283594,Manhattan,40.7617,-73.99762,Entire home/apt,275,30,2,121,365
101982307,Brooklyn,40.71512,-73.95655,Private room,80,2,29,2,34
795031,Brooklyn,40.70809,-73.9519,Private room,70,2,117,2,35
28966357,Manhattan,40.78697,-73.94469,Private room,99,2,90,3,92
39890192,Manhattan,40.76383,-73.98947,Entire home/apt,160,45,17,12,281
39890192,Manhattan,40.76399,-73.98971,Entire home/apt,160,45,16,12,345
61842904,Brooklyn,40.67821,-73.96588,Entire home/apt,125,30,6,3,55
102080453,Brooklyn,40.694,-73.94675,Private room,54,1,166,2,0
22541573,Manhattan,40.74584,-73.99103,Entire home/apt,229,30,3,87,364
102108786,Brooklyn,40.6724,-73.88839,Private room,300,3,8,2,80
83627325,Queens,40.74481,-73.91671,Private room,139,1,3,4,365
52835849,Brooklyn,40.70165,-73.92938,Private room,50,7,0,2,89
102080453,Brooklyn,40.69413,-73.94481,Private room,49,1,153,2,0
101653570,Brooklyn,40.70006,-73.95388,Private room,79,2,167,3,21
102228163,Brooklyn,40.67844,-74.00028,Entire home/apt,90,7,1,3,50
30283594,Manhattan,40.76626,-73.98338,Entire home/apt,369,30,1,121,345
84141567,Queens,40.73529,-73.90219,Private room,65,4,0,3,0
100970583,Queens,40.68819,-73.86079,Private room,45,4,22,2,266
27260699,Brooklyn,40.69382,-73.90925,Shared room,28,1,117,4,118
55149412,Manhattan,40.71248,-73.98662,Entire home/apt,160,1,73,4,229
9439324,Brooklyn,40.68844,-73.90531,Private room,49,1,74,3,53
102383709,Manhattan,40.82914,-73.94736,Private room,69,4,153,2,125
34506361,Manhattan,40.74686,-73.97514,Entire home/apt,400,1,17,2,364
41191579,Brooklyn,40.67034,-73.93902,Entire home/apt,87,1,9,3,0
6119933,Brooklyn,40.70944,-73.96161,Entire home/apt,209,2,23,2,11
102482048,Brooklyn,40.68224,-73.90739,Private room,35,2,106,4,349
61391963,Manhattan,40.77789,-73.95473,Entire home/apt,117,30,1,91,311
4110869,Manhattan,40.82284,-73.95546,Private room,50,30,4,2,365
7455706,Manhattan,40.72117,-73.97839,Private room,80,6,10,2,7
102482048,Brooklyn,40.68315,-73.90908,Private room,35,2,44,4,325
98697139,Queens,40.7507,-73.85774,Private room,40,1,43,2,59
76536839,Queens,40.75082,-73.89447,Entire home/apt,99,2,171,2,1
21444167,Bronx,40.88297,-73.90727,Entire home/apt,105,3,54,2,278
11297371,Brooklyn,40.69889,-73.92937,Private room,50,2,72,2,293
40503875,Queens,40.75927,-73.9092,Private room,55,1,94,2,0
5192686,Brooklyn,40.65783,-73.9563,Private room,100,2,90,2,0
26556695,Manhattan,40.7611,-73.97412,Entire home/apt,2000,2,3,6,364
26556695,Manhattan,40.76042,-73.97345,Entire home/apt,1020,1,12,6,365
8715723,Manhattan,40.80783,-73.95419,Private room,164,1,141,5,209
8715723,Manhattan,40.80986,-73.95349,Private room,164,1,143,5,221
5237407,Brooklyn,40.66197,-73.94668,Private room,48,2,74,2,20
102799406,Queens,40.71402,-73.90853,Entire home/apt,159,5,25,2,299
1260413,Brooklyn,40.71368,-73.94236,Private room,89,5,26,3,0
69406365,Manhattan,40.77097,-73.94862,Private room,60,1,27,2,0
32209352,Brooklyn,40.696,-73.91303,Private room,57,4,17,2,307
28966357,Manhattan,40.786,-73.94571,Private room,99,2,81,3,88
51501835,Manhattan,40.76313,-73.9943,Entire home/apt,125,30,6,31,323
59358,Manhattan,40.7844,-73.94856,Private room,65,2,42,2,0
10191995,Manhattan,40.71622,-73.9912,Private room,61,5,25,2,20
